2021-05-12 17:12:14,828 : Flow Logger HTML_g : Starting HTML Conversion To Json | H | CAP |  en | HTML | Abasaglar_clean.htm
2021-05-12 17:12:14,834 : Style Dictionary_t : Reading style dictionary in file: rule_dictionary_en.json | H | CAP |  en | HTML | Abasaglar_clean.htm
2021-05-12 17:12:14,871 : Style Dictionary_t : Qrd Section Keys Retrieved For Style Dictionary: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | H | CAP |  en | HTML | Abasaglar_clean.htm
2021-05-12 17:12:15,698 : Parser_y : Style Information Stored In File: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Abasaglar\en\2021-05-11T08-04-57Z\outputJSON\Abasaglar_clean.txt | H | CAP |  en | HTML | Abasaglar_clean.htm
2021-05-12 17:12:19,164 : Parser_y : Writing to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Abasaglar\en\2021-05-11T08-04-57Z\outputJSON\Abasaglar_clean.json | H | CAP |  en | HTML | Abasaglar_clean.htm
2021-05-12 17:12:19,508 : Flow Logger HTML_g : Completed HTML Conversion To Json | H | CAP |  en | HTML | Abasaglar_clean.htm
2021-05-12 17:12:19,510 : Flow Logger HTML_g : Starting Json Split | H | CAP |  en | HTML | Abasaglar_clean.htm
2021-05-12 17:12:19,513 : Style Dictionary_c : Reading style dictionary in file: rule_dictionary_en.json | H | CAP |  en | Json | Abasaglar_clean.json
2021-05-12 17:12:19,545 : Style Dictionary_c : Qrd Section Keys Retrieved For Style Dictionary: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | H | CAP |  en | Json | Abasaglar_clean.json
2021-05-12 17:12:19,549 : Partition_G : Partitioning Json: Abasaglar_clean.json | H | CAP |  en | Json | Abasaglar_clean.json
2021-05-12 17:12:19,671 : Partition_G : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Abasaglar\en\2021-05-11T08-04-57Z\partitionedJSONs\Abasaglar_clean_SmPC.json | H | CAP |  en | Json | Abasaglar_clean.json
2021-05-12 17:12:19,709 : Partition_G : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Abasaglar\en\2021-05-11T08-04-57Z\partitionedJSONs\Abasaglar_clean_ANNEX II.json | H | CAP |  en | Json | Abasaglar_clean.json
2021-05-12 17:12:19,765 : Partition_G : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Abasaglar\en\2021-05-11T08-04-57Z\partitionedJSONs\Abasaglar_clean_ANNEX III.json | H | CAP |  en | Json | Abasaglar_clean.json
2021-05-12 17:12:19,780 : Partition_G : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Abasaglar\en\2021-05-11T08-04-57Z\partitionedJSONs\Abasaglar_clean_ PACKAGE LEAFLET.json | H | CAP |  en | Json | Abasaglar_clean.json
2021-05-12 17:12:19,842 : Flow Logger HTML_g : ['Abasaglar_clean_SmPC.json', 'Abasaglar_clean_ANNEX II.json', 'Abasaglar_clean_ANNEX III.json', 'Abasaglar_clean_ PACKAGE LEAFLET.json'] | H | CAP |  en | HTML | Abasaglar_clean.htm
2021-05-12 17:12:19,844 : Flow Logger HTML_g : Completed Json Split | H | CAP |  en | HTML | Abasaglar_clean.htm
2021-05-12 17:12:19,845 : Flow Logger HTML_g : Started Processing Partitioned Jsons | H | CAP |  en | HTML | Abasaglar_clean.htm
2021-05-12 17:12:19,846 : Flow Logger HTML_g : 



||||||||||||||||||||||||||||||||0 ||||| Abasaglar_clean_SmPC.json||||||||||||||||||||||||||||||||



 | H | CAP |  en | HTML | Abasaglar_clean.htm
2021-05-12 17:12:19,849 : Heading Extraction Abasaglar_clean_SmPC.json_P : Starting Heading Extraction | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json
2021-05-12 17:12:20,007 : Heading Extraction Abasaglar_clean_SmPC.json_P : Started Extracting Heading | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json
2021-05-12 17:12:20,139 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Passed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-05-12 17:12:20,143 : Heading Extraction Abasaglar_clean_SmPC.json_P : Validation Passed As This The First Heading | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | currHeadId :- '20001' | currParentHeadId :- 'nan' | prevParentHeadId :- ''
2021-05-12 17:12:20,162 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Passed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- '1.       NAME OF THE MEDICINAL PRODUCT' | Qrd txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Matched :- 'True'
2021-05-12 17:12:20,173 : Heading Extraction Abasaglar_clean_SmPC.json_P : Validation Flow Is Broken | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | currHeadId :- '20003' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20001'
2021-05-12 17:12:20,177 : Heading Extraction Abasaglar_clean_SmPC.json_P : Validation Passed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | currHeadId :- '20003' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20001'
2021-05-12 17:12:20,390 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Passed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- '2.       QUALITATIVE AND QUANTITATIVE COMPOSITION' | Qrd txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Matched :- 'True'
2021-05-12 17:12:20,397 : Heading Extraction Abasaglar_clean_SmPC.json_P : Validation Passed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | currHeadId :- '20004' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20003'
2021-05-12 17:12:20,737 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Failed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- 'Each cartridge contains 3 mL of solution for injection, equivalent to 300 units. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-12 17:12:21,139 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Passed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- '3.       PHARMACEUTICAL FORM' | Qrd txt :- '3. PHARMACEUTICAL FORM' | Matched :- 'True'
2021-05-12 17:12:21,149 : Heading Extraction Abasaglar_clean_SmPC.json_P : Validation Flow Is Broken | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | currHeadId :- '20008' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20004'
2021-05-12 17:12:21,153 : Heading Extraction Abasaglar_clean_SmPC.json_P : Validation Passed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | currHeadId :- '20008' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20004'
2021-05-12 17:12:21,505 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Passed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- '4.       CLINICAL PARTICULARS' | Qrd txt :- '4. CLINICAL PARTICULARS' | Matched :- 'True'
2021-05-12 17:12:21,512 : Heading Extraction Abasaglar_clean_SmPC.json_P : Validation Passed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | currHeadId :- '20009' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20008'
2021-05-12 17:12:21,558 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Passed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- '4.1     Therapeutic indications' | Qrd txt :- '4.1 Therapeutic indications' | Matched :- 'True'
2021-05-12 17:12:21,566 : Heading Extraction Abasaglar_clean_SmPC.json_P : Validation Passed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | currHeadId :- '20010' | currParentHeadId :- '20009.0' | prevParentHeadId :- '20009'
2021-05-12 17:12:21,687 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Failed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- 'Treatment of diabetes mellitus in adults, adolescents and children aged 2 years and above.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-12 17:12:21,706 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Failed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- 'Treatment of diabetes mellitus in adults, adolescents and children aged 2 years and above.' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-12 17:12:21,803 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Passed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- '4.2     Posology and method of administration' | Qrd txt :- '4.2 Posology and method of administration' | Matched :- 'True'
2021-05-12 17:12:21,813 : Heading Extraction Abasaglar_clean_SmPC.json_P : Validation Passed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | currHeadId :- '20011' | currParentHeadId :- '20009.0' | prevParentHeadId :- '20010'
2021-05-12 17:12:21,838 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Passed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- 'Posology' | Qrd txt :- 'Posology' | Matched :- 'True'
2021-05-12 17:12:21,850 : Heading Extraction Abasaglar_clean_SmPC.json_P : Validation Passed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | currHeadId :- '20012' | currParentHeadId :- '20011.0' | prevParentHeadId :- '20011'
2021-05-12 17:12:21,955 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Failed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- 'ABASAGLAR contains insulin glargine, an insulin analogue and has a prolonged duration of action. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-12 17:12:22,404 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Failed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- 'Special populations' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-12 17:12:22,723 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Failed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- 'In the elderly, progressive deterioration of renal function may lead to a steady decrease in insulin requirements.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-12 17:12:23,006 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Failed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- 'In patients with renal impairment, insulin requirements may be diminished due to reduced insulin metabolism.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-12 17:12:23,433 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Failed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- 'In patients with hepatic impairment, insulin requirements may be diminished due to reduced capacity for gluconeogenesis and reduced insulin metabolism.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-12 17:12:23,476 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Passed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-12 17:12:23,489 : Heading Extraction Abasaglar_clean_SmPC.json_P : Validation Passed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | currHeadId :- '20013' | currParentHeadId :- '20012.0' | prevParentHeadId :- '20011'
2021-05-12 17:12:24,025 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Failed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- 'The safety and efficacy of insulin glargine have not been established No data are available. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-12 17:12:24,033 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Failed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- 'The safety and efficacy of insulin glargine have not been established No data are available. ' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-12 17:12:24,805 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Failed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- 'During the first weeks the reduction should, at least partially, be compensated by an increase in mealtime insulin, after this period the regimen should be adjusted individually. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-12 17:12:24,876 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Failed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- 'Close metabolic monitoring is recommended during the switch and in the initial weeks thereafter. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-12 17:12:25,037 : Heading Extraction Abasaglar_clean_SmPC.json_P : Match Failed | H | CAP |  en | 0 | Abasaglar_clean_SmPC.json | Doc txt :- 'Patients with high insulin doses because of antibodies to human insulin may experience an improved insulin response with ABASAGLAR.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
