2021-05-12 18:46:57,453 : Flow Logger HTML_O : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo_clean.htm
2021-05-12 18:46:57,459 : Style Dictionary_N : Reading style dictionary in file: rule_dictionary_en.json | H | CAP |  en | HTML | Adakveo_clean.htm
2021-05-12 18:46:57,524 : Style Dictionary_N : Qrd Section Keys Retrieved For Style Dictionary: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | H | CAP |  en | HTML | Adakveo_clean.htm
2021-05-12 18:46:57,954 : Parser_M : Style Information Stored In File: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Adakveo\en\2021-05-12T12-47-53Z\outputJSON\Adakveo_clean.txt | H | CAP |  en | HTML | Adakveo_clean.htm
2021-05-12 18:46:59,516 : Parser_M : Writing to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Adakveo\en\2021-05-12T12-47-53Z\outputJSON\Adakveo_clean.json | H | CAP |  en | HTML | Adakveo_clean.htm
2021-05-12 18:46:59,619 : Flow Logger HTML_O : Completed HTML Conversion To Json | H | CAP |  en | HTML | Adakveo_clean.htm
2021-05-12 18:46:59,621 : Flow Logger HTML_O : Starting Json Split | H | CAP |  en | HTML | Adakveo_clean.htm
2021-05-12 18:46:59,625 : Style Dictionary_u : Reading style dictionary in file: rule_dictionary_en.json | H | CAP |  en | Json | Adakveo_clean.json
2021-05-12 18:46:59,661 : Style Dictionary_u : Qrd Section Keys Retrieved For Style Dictionary: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | H | CAP |  en | Json | Adakveo_clean.json
2021-05-12 18:46:59,666 : Partition_W : Partitioning Json: Adakveo_clean.json | H | CAP |  en | Json | Adakveo_clean.json
2021-05-12 18:46:59,981 : Partition_W : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Adakveo\en\2021-05-12T12-47-53Z\partitionedJSONs\Adakveo_clean_SmPC.json | H | CAP |  en | Json | Adakveo_clean.json
2021-05-12 18:47:00,007 : Partition_W : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Adakveo\en\2021-05-12T12-47-53Z\partitionedJSONs\Adakveo_clean_ANNEX II.json | H | CAP |  en | Json | Adakveo_clean.json
2021-05-12 18:47:00,038 : Partition_W : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Adakveo\en\2021-05-12T12-47-53Z\partitionedJSONs\Adakveo_clean_ANNEX III.json | H | CAP |  en | Json | Adakveo_clean.json
2021-05-12 18:47:00,045 : Partition_W : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Adakveo\en\2021-05-12T12-47-53Z\partitionedJSONs\Adakveo_clean_ PACKAGE LEAFLET.json | H | CAP |  en | Json | Adakveo_clean.json
2021-05-12 18:47:00,052 : Flow Logger HTML_O : ['Adakveo_clean_SmPC.json', 'Adakveo_clean_ANNEX II.json', 'Adakveo_clean_ANNEX III.json', 'Adakveo_clean_ PACKAGE LEAFLET.json'] | H | CAP |  en | HTML | Adakveo_clean.htm
2021-05-12 18:47:00,055 : Flow Logger HTML_O : Completed Json Split | H | CAP |  en | HTML | Adakveo_clean.htm
2021-05-12 18:47:00,056 : Flow Logger HTML_O : Started Processing Partitioned Jsons | H | CAP |  en | HTML | Adakveo_clean.htm
2021-05-12 18:47:00,058 : Flow Logger HTML_O : 



||||||||||||||||||||||||||||||||0 ||||| Adakveo_clean_SmPC.json||||||||||||||||||||||||||||||||



 | H | CAP |  en | HTML | Adakveo_clean.htm
2021-05-12 18:47:00,062 : Heading Extraction Adakveo_clean_SmPC.json_i : Starting Heading Extraction | H | CAP |  en | 0 | Adakveo_clean_SmPC.json
2021-05-12 18:47:00,300 : Heading Extraction Adakveo_clean_SmPC.json_i : Started Extracting Heading | H | CAP |  en | 0 | Adakveo_clean_SmPC.json
2021-05-12 18:47:00,431 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Passed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-05-12 18:47:00,437 : Heading Extraction Adakveo_clean_SmPC.json_i : Validation Passed As This The First Heading | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | currHeadId :- '20001' | currParentHeadId :- 'nan' | prevParentHeadId :- ''
2021-05-12 18:47:00,917 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Passed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- 'this medicinal product is subject to additional monitoring. this will allow quick identification of new safety information. healthcare professionals are asked to report any suspected adverse reactions. see section 4.8 for how to report adverse reactions.' | Qrd txt :- 'qthis medicinal product is subject to additional monitoring. this will allow quick identification of new safety information. healthcare professionals are asked to report any suspected adverse reactions. see section 4.8 for how to report adverse reactions.' | Matched :- 'True'
2021-05-12 18:47:00,919 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Passed In Lowercase | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- 'This medicinal product is subject to additional monitoring. This will allow quick identification of new safety information. Healthcare professionals are asked to report any suspected adverse reactions. See section 4.8 for how to report adverse reactions.' | Qrd txt :- 'qThis medicinal product is subject to additional monitoring. This will allow quick identification of new safety information. Healthcare professionals are asked to report any suspected adverse reactions. See section 4.8 for how to report adverse reactions.' | Matched :- 'True'
2021-05-12 18:47:00,958 : Heading Extraction Adakveo_clean_SmPC.json_i : Validation Passed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | currHeadId :- '20002' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20001'
2021-05-12 18:47:01,028 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Passed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- '1.       NAME OF THE MEDICINAL PRODUCT' | Qrd txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Matched :- 'True'
2021-05-12 18:47:01,046 : Heading Extraction Adakveo_clean_SmPC.json_i : Validation Passed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | currHeadId :- '20003' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20002'
2021-05-12 18:47:01,771 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Passed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- '2.       QUALITATIVE AND QUANTITATIVE COMPOSITION' | Qrd txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Matched :- 'True'
2021-05-12 18:47:01,785 : Heading Extraction Adakveo_clean_SmPC.json_i : Validation Passed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | currHeadId :- '20004' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20003'
2021-05-12 18:47:02,060 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Failed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- 'Each ml of concentrate for solution for infusion contains 10 mg crizanlizumab.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-12 18:47:02,078 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Failed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- 'Each ml of concentrate for solution for infusion contains 10 mg crizanlizumab.' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-12 18:47:02,721 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Failed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- 'One vial of 10 ml contains 100 mg crizanlizumab.' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-12 18:47:03,407 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Failed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- 'Crizanlizumab is a monoclonal antibody produced in Chinese Hamster Ovary (CHO) cells by recombinant DNA technology.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-12 18:47:04,217 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Passed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- '3.       PHARMACEUTICAL FORM' | Qrd txt :- '3. PHARMACEUTICAL FORM' | Matched :- 'True'
2021-05-12 18:47:04,238 : Heading Extraction Adakveo_clean_SmPC.json_i : Validation Flow Is Broken | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | currHeadId :- '20008' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20004'
2021-05-12 18:47:04,250 : Heading Extraction Adakveo_clean_SmPC.json_i : Validation Passed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | currHeadId :- '20008' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20004'
2021-05-12 18:47:04,749 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Failed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- 'Concentrate for solution for infusion (sterile concentrate)' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-12 18:47:05,154 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Passed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- '4.       CLINICAL PARTICULARS' | Qrd txt :- '4. CLINICAL PARTICULARS' | Matched :- 'True'
2021-05-12 18:47:05,163 : Heading Extraction Adakveo_clean_SmPC.json_i : Validation Passed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | currHeadId :- '20009' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20008'
2021-05-12 18:47:05,213 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Passed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- '4.1     Therapeutic indications' | Qrd txt :- '4.1 Therapeutic indications' | Matched :- 'True'
2021-05-12 18:47:05,220 : Heading Extraction Adakveo_clean_SmPC.json_i : Validation Passed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | currHeadId :- '20010' | currParentHeadId :- '20009.0' | prevParentHeadId :- '20009'
2021-05-12 18:47:05,299 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Passed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- '4.2     Posology and method of administration' | Qrd txt :- '4.2 Posology and method of administration' | Matched :- 'True'
2021-05-12 18:47:05,310 : Heading Extraction Adakveo_clean_SmPC.json_i : Validation Passed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | currHeadId :- '20011' | currParentHeadId :- '20009.0' | prevParentHeadId :- '20010'
2021-05-12 18:47:05,394 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Failed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- 'Treatment should be initiated by physicians experienced in the management of sickle cell disease.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-12 18:47:05,412 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Failed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- 'Treatment should be initiated by physicians experienced in the management of sickle cell disease.' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-12 18:47:05,453 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Passed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- 'Posology' | Qrd txt :- 'Posology' | Matched :- 'True'
2021-05-12 18:47:05,464 : Heading Extraction Adakveo_clean_SmPC.json_i : Validation Passed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | currHeadId :- '20012' | currParentHeadId :- '20011.0' | prevParentHeadId :- '20011'
2021-05-12 18:47:05,613 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Failed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- 'The recommended dose of crizanlizumab is 5 mg/kg administered over a period of 30 minutes by intravenous infusion at week 0, week 2, and every 4 weeks thereafter.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-12 18:47:05,884 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Failed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- 'If a dose is missed, the treatment should be administered as soon as possible.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-12 18:47:06,074 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Failed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- '-If crizanlizumab is administered within 2 weeks after the missed dose, dosing should be continued according to the patient’s original schedule.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-12 18:47:06,237 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Failed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- '-If crizanlizumab is administered more than 2 weeks after the missed dose, dosing should be continued every 4 weeks thereafter.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-12 18:47:06,436 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Failed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- 'Special populations' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-12 18:47:06,699 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Failed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- 'Crizanlizumab has not been studied in elderly patients. No dose adjustment is required as the pharmacokinetics of crizanlizumab in adults are not affected by age.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-12 18:47:07,295 : Heading Extraction Adakveo_clean_SmPC.json_i : Match Passed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-12 18:47:07,312 : Heading Extraction Adakveo_clean_SmPC.json_i : Validation Passed | H | CAP |  en | 0 | Adakveo_clean_SmPC.json | currHeadId :- '20013' | currParentHeadId :- '20012.0' | prevParentHeadId :- '20011'
