2021-05-31 02:37:39,850 : Flow Logger HTML_F : Starting HTML Conversion To Json | H | CAP |  en | HTML | Zynteglo_clean.htm
2021-05-31 02:37:39,854 : Style Dictionary_Y : Reading style dictionary in file: rule_dictionary_en.json | H | CAP |  en | HTML | Zynteglo_clean.htm
2021-05-31 02:37:39,909 : Style Dictionary_Y : Qrd Section Keys Retrieved For Style Dictionary: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | H | CAP |  en | HTML | Zynteglo_clean.htm
2021-05-31 02:37:40,775 : Parser_Y : Style Information Stored In File: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Zynteglo\en\2021-05-25T07-52-54Z\outputJSON\Zynteglo_clean.txt | H | CAP |  en | HTML | Zynteglo_clean.htm
2021-05-31 02:37:45,306 : Parser_Y : Writing to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Zynteglo\en\2021-05-25T07-52-54Z\outputJSON\Zynteglo_clean.json | H | CAP |  en | HTML | Zynteglo_clean.htm
2021-05-31 02:37:45,548 : Flow Logger HTML_F : Completed HTML Conversion To Json | H | CAP |  en | HTML | Zynteglo_clean.htm
2021-05-31 02:37:45,548 : Flow Logger HTML_F : HTML Conversion To Json,0.095 Min,5.756122 MB,10.365379 MB,46.2%
 | H | CAP |  en | HTML | Zynteglo_clean.htm
2021-05-31 02:37:45,560 : Flow Logger HTML_F : Starting Json Split | H | CAP |  en | HTML | Zynteglo_clean.htm
2021-05-31 02:37:45,565 : Style Dictionary_4 : Reading style dictionary in file: rule_dictionary_en.json | H | CAP |  en | Json | Zynteglo_clean.json
2021-05-31 02:37:45,614 : Style Dictionary_4 : Qrd Section Keys Retrieved For Style Dictionary: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | H | CAP |  en | Json | Zynteglo_clean.json
2021-05-31 02:37:45,621 : Partition_V : Partitioning Json: Zynteglo_clean.json | H | CAP |  en | Json | Zynteglo_clean.json
2021-05-31 02:37:45,795 : Partition_V : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Zynteglo\en\2021-05-25T07-52-54Z\partitionedJSONs\Zynteglo_clean_SmPC.json | H | CAP |  en | Json | Zynteglo_clean.json
2021-05-31 02:37:45,856 : Partition_V : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Zynteglo\en\2021-05-25T07-52-54Z\partitionedJSONs\Zynteglo_clean_ANNEX II.json | H | CAP |  en | Json | Zynteglo_clean.json
2021-05-31 02:37:45,955 : Partition_V : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Zynteglo\en\2021-05-25T07-52-54Z\partitionedJSONs\Zynteglo_clean_ANNEX III.json | H | CAP |  en | Json | Zynteglo_clean.json
2021-05-31 02:37:45,969 : Partition_V : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Zynteglo\en\2021-05-25T07-52-54Z\partitionedJSONs\Zynteglo_clean_ PACKAGE LEAFLET.json | H | CAP |  en | Json | Zynteglo_clean.json
2021-05-31 02:37:45,982 : Flow Logger HTML_F : ['Zynteglo_clean_SmPC.json', 'Zynteglo_clean_ANNEX II.json', 'Zynteglo_clean_ANNEX III.json', 'Zynteglo_clean_ PACKAGE LEAFLET.json'] | H | CAP |  en | HTML | Zynteglo_clean.htm
2021-05-31 02:37:45,985 : Flow Logger HTML_F : Completed Json Split | H | CAP |  en | HTML | Zynteglo_clean.htm
2021-05-31 02:37:45,987 : Flow Logger HTML_F : Split Json,0.0071 Min,0.247737 MB,9.314485 MB,46.2%
 | H | CAP |  en | HTML | Zynteglo_clean.htm
2021-05-31 02:37:45,989 : Flow Logger HTML_F : Started Processing Partitioned Jsons | H | CAP |  en | HTML | Zynteglo_clean.htm
2021-05-31 02:37:45,991 : Flow Logger HTML_F : 



||||||||||||||||||||||||||||||||0 ||||| Zynteglo_clean_SmPC.json||||||||||||||||||||||||||||||||



 | H | CAP |  en | HTML | Zynteglo_clean.htm
2021-05-31 02:37:45,999 : Heading Extraction Zynteglo_clean_SmPC.json_L : Starting Heading Extraction | H | CAP |  en | 0 | Zynteglo_clean_SmPC.json
2021-05-31 02:37:46,470 : Heading Extraction Zynteglo_clean_SmPC.json_L : Started Extracting Heading | H | CAP |  en | 0 | Zynteglo_clean_SmPC.json
2021-05-31 02:37:46,731 : Heading Extraction Zynteglo_clean_SmPC.json_L : Match Passed | H | CAP |  en | 0 | Zynteglo_clean_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-05-31 02:37:46,750 : Heading Extraction Zynteglo_clean_SmPC.json_L : Validation Passed As This The First Heading | H | CAP |  en | 0 | Zynteglo_clean_SmPC.json | currHeadId :- '20001' | prevHeadingCurrId :- '' | prevHeadingFoundId :- ''
2021-05-31 02:37:47,012 : Heading Extraction Zynteglo_clean_SmPC.json_L : Match Passed : checkLowerCase|2.88|(99, 100, 99)|0.919| | H | CAP |  en | 0 | Zynteglo_clean_SmPC.json | Doc txt :- 'medicinal product subject additional monitoring. allow quick identification new safety information. healthcare professionals asked report suspected adverse reactions. see section 4.8 report adverse reactions.' | Qrd txt :- 'qthis medicinal product subject additional monitoring. allow quick identification new safety information. healthcare professionals asked report suspected adverse reactions. see section 4.8 report adverse reactions.' | Matched :- 'True'
2021-05-31 02:37:47,012 : Heading Extraction Zynteglo_clean_SmPC.json_L : Match Passed In Lowercase  : checkLowerCase|2.88|(99, 100, 99)|0.919| | H | CAP |  en | 0 | Zynteglo_clean_SmPC.json | Doc txt :- 'This medicinal product is subject to additional monitoring. This will allow quick identification of new safety information. Healthcare professionals are asked to report any suspected adverse reactions. See section 4.8 for how to report adverse reactions.' | Qrd txt :- 'qThis medicinal product is subject to additional monitoring. This will allow quick identification of new safety information. Healthcare professionals are asked to report any suspected adverse reactions. See section 4.8 for how to report adverse reactions.' | Matched :- 'True'
2021-05-31 02:37:47,034 : Heading Extraction Zynteglo_clean_SmPC.json_L : Validation Passed | H | CAP |  en | 0 | Zynteglo_clean_SmPC.json | currHeadId :- '20002' | prevHeadingCurrId :- '20001' | prevHeadingFoundId :- '20001'
2021-05-31 02:37:47,037 : Heading Extraction Zynteglo_clean_SmPC.json_L : Validation Failed By Style | H | CAP |  en | 0 | Zynteglo_clean_SmPC.json | currHeadId :- '20002' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20001'
2021-05-31 02:37:47,121 : Heading Extraction Zynteglo_clean_SmPC.json_L : Match Passed | H | CAP |  en | 0 | Zynteglo_clean_SmPC.json | Doc txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Qrd txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Matched :- 'True'
2021-05-31 02:37:47,129 : Heading Extraction Zynteglo_clean_SmPC.json_L : Validation Flow Is Broken | H | CAP |  en | 0 | Zynteglo_clean_SmPC.json | currHeadId :- '20003' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20001'
2021-05-31 02:37:47,134 : Heading Extraction Zynteglo_clean_SmPC.json_L : Validation Passed | H | CAP |  en | 0 | Zynteglo_clean_SmPC.json | currHeadId :- '20003' | prevHeadingCurrId :- '20001' | prevHeadingFoundId :- '20001'
2021-05-31 02:37:47,657 : Heading Extraction Zynteglo_clean_SmPC.json_L : Match Passed | H | CAP |  en | 0 | Zynteglo_clean_SmPC.json | Doc txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Qrd txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Matched :- 'True'
2021-05-31 02:37:47,670 : Heading Extraction Zynteglo_clean_SmPC.json_L : Validation Passed | H | CAP |  en | 0 | Zynteglo_clean_SmPC.json | currHeadId :- '20004' | prevHeadingCurrId :- '20003' | prevHeadingFoundId :- '20003'
2021-05-31 02:37:47,717 : Heading Extraction Zynteglo_clean_SmPC.json_L : Match Passed | H | CAP |  en | 0 | Zynteglo_clean_SmPC.json | Doc txt :- '2.1 General description' | Qrd txt :- '2.1 General description' | Matched :- 'True'
2021-05-31 02:37:47,726 : Heading Extraction Zynteglo_clean_SmPC.json_L : Validation Passed | H | CAP |  en | 0 | Zynteglo_clean_SmPC.json | currHeadId :- '20005' | prevHeadingCurrId :- '20004' | prevHeadingFoundId :- '20004'
2021-05-31 02:37:47,977 : Heading Extraction Zynteglo_clean_SmPC.json_L : Match Passed : checkLowerCase|2.27|(99, 98, 99)|0.997| | H | CAP |  en | 0 | Zynteglo_clean_SmPC.json | Doc txt :- '2.2 qualitative and quantitative composition' | Qrd txt :- '2. qualitative and quantitative composition' | Matched :- 'True'
