2021-06-01 15:17:45,506 : Flow Logger HTML_J : Starting HTML Conversion To Json | H | CAP |  de | HTML | Karvea_clean.htm
2021-06-01 15:17:45,514 : Style Dictionary_Y : Reading style dictionary in file: rule_dictionary_de.json | H | CAP |  de | HTML | Karvea_clean.htm
2021-06-01 15:17:45,572 : Style Dictionary_Y : Qrd Section Keys Retrieved For Style Dictionary: ANHANG I, ANHANG II, ANHANG III, B. PACKUNGSBEILAGE | H | CAP |  de | HTML | Karvea_clean.htm
2021-06-01 15:17:47,427 : Parser_3 : Style Information Stored In File: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Karvea\de\2021-05-25T07-38-38Z\outputJSON\Karvea_clean.txt | H | CAP |  de | HTML | Karvea_clean.htm
2021-06-01 15:17:55,486 : Parser_3 : Writing to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Karvea\de\2021-05-25T07-38-38Z\outputJSON\Karvea_clean.json | H | CAP |  de | HTML | Karvea_clean.htm
2021-06-01 15:17:56,152 : Flow Logger HTML_J : Completed HTML Conversion To Json | H | CAP |  de | HTML | Karvea_clean.htm
2021-06-01 15:17:56,154 : Flow Logger HTML_J : HTML Conversion To Json,0.1775 Min,13.078633 MB,22.439336 MB,49.9%
 | H | CAP |  de | HTML | Karvea_clean.htm
2021-06-01 15:17:56,172 : Flow Logger HTML_J : Starting Json Split | H | CAP |  de | HTML | Karvea_clean.htm
2021-06-01 15:17:56,177 : Style Dictionary_A : Reading style dictionary in file: rule_dictionary_de.json | H | CAP |  de | Json | Karvea_clean.json
2021-06-01 15:17:56,217 : Style Dictionary_A : Qrd Section Keys Retrieved For Style Dictionary: ANHANG I, ANHANG II, ANHANG III, B. PACKUNGSBEILAGE | H | CAP |  de | Json | Karvea_clean.json
2021-06-01 15:17:56,226 : Partition_2 : Partitioning Json: Karvea_clean.json | H | CAP |  de | Json | Karvea_clean.json
2021-06-01 15:17:56,655 : Partition_2 : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Karvea\de\2021-05-25T07-38-38Z\partitionedJSONs\Karvea_clean_SmPC.json | H | CAP |  de | Json | Karvea_clean.json
2021-06-01 15:17:56,874 : Partition_2 : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Karvea\de\2021-05-25T07-38-38Z\partitionedJSONs\Karvea_clean_ANHANG II.json | H | CAP |  de | Json | Karvea_clean.json
2021-06-01 15:17:57,075 : Partition_2 : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Karvea\de\2021-05-25T07-38-38Z\partitionedJSONs\Karvea_clean_ANHANG III.json | H | CAP |  de | Json | Karvea_clean.json
2021-06-01 15:17:57,087 : Partition_2 : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Karvea\de\2021-05-25T07-38-38Z\partitionedJSONs\Karvea_clean_ PACKUNGSBEILAGE.json | H | CAP |  de | Json | Karvea_clean.json
2021-06-01 15:17:57,114 : Flow Logger HTML_J : ['Karvea_clean_SmPC.json', 'Karvea_clean_ANHANG II.json', 'Karvea_clean_ANHANG III.json', 'Karvea_clean_ PACKUNGSBEILAGE.json'] | H | CAP |  de | HTML | Karvea_clean.htm
2021-06-01 15:17:57,115 : Flow Logger HTML_J : Completed Json Split | H | CAP |  de | HTML | Karvea_clean.htm
2021-06-01 15:17:57,117 : Flow Logger HTML_J : Split Json,0.0157 Min,0.302093 MB,20.333021 MB,49.9%
 | H | CAP |  de | HTML | Karvea_clean.htm
2021-06-01 15:17:57,119 : Flow Logger HTML_J : Started Processing Partitioned Jsons | H | CAP |  de | HTML | Karvea_clean.htm
2021-06-01 15:17:57,120 : Flow Logger HTML_J : 



||||||||||||||||||||||||||||||||0 ||||| Karvea_clean_SmPC.json||||||||||||||||||||||||||||||||



 | H | CAP |  de | HTML | Karvea_clean.htm
2021-06-01 15:17:57,126 : Heading Extraction Karvea_clean_SmPC.json_P : Starting Heading Extraction | H | CAP |  de | 0 | Karvea_clean_SmPC.json
2021-06-01 15:17:57,580 : Heading Extraction Karvea_clean_SmPC.json_P : Started Extracting Heading | H | CAP |  de | 0 | Karvea_clean_SmPC.json
2021-06-01 15:17:57,870 : Heading Extraction Karvea_clean_SmPC.json_P : Match Passed | H | CAP |  de | 0 | Karvea_clean_SmPC.json | Doc txt :- 'ZUSAMMENFASSUNG DER MERKMALE DES ARZNEIMITTELS' | Qrd txt :- 'ZUSAMMENFASSUNG DER MERKMALE DES ARZNEIMITTELS' | Matched :- 'True'
2021-06-01 15:17:57,877 : Heading Extraction Karvea_clean_SmPC.json_P : Validation Passed As This The First Heading | H | CAP |  de | 0 | Karvea_clean_SmPC.json | currHeadId :- '12001' | prevHeadingCurrId :- '' | prevHeadingFoundId :- ''
2021-06-01 15:17:57,914 : Heading Extraction Karvea_clean_SmPC.json_P : Match Passed | H | CAP |  de | 0 | Karvea_clean_SmPC.json | Doc txt :- '1. BEZEICHNUNG DES ARZNEIMITTELS' | Qrd txt :- '1. BEZEICHNUNG DES ARZNEIMITTELS' | Matched :- 'True'
2021-06-01 15:17:57,920 : Heading Extraction Karvea_clean_SmPC.json_P : Validation Flow Is Broken | H | CAP |  de | 0 | Karvea_clean_SmPC.json | currHeadId :- '12003' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12001'
2021-06-01 15:17:57,924 : Heading Extraction Karvea_clean_SmPC.json_P : Validation Passed | H | CAP |  de | 0 | Karvea_clean_SmPC.json | currHeadId :- '12003' | prevHeadingCurrId :- '12001' | prevHeadingFoundId :- '12001'
2021-06-01 15:17:58,316 : Heading Extraction Karvea_clean_SmPC.json_P : Match Passed | H | CAP |  de | 0 | Karvea_clean_SmPC.json | Doc txt :- '2. QUALITATIVE UND QUANTITATIVE ZUSAMMENSETZUNG' | Qrd txt :- '2. QUALITATIVE UND QUANTITATIVE ZUSAMMENSETZUNG' | Matched :- 'True'
2021-06-01 15:17:58,323 : Heading Extraction Karvea_clean_SmPC.json_P : Validation Passed | H | CAP |  de | 0 | Karvea_clean_SmPC.json | currHeadId :- '12004' | prevHeadingCurrId :- '12003' | prevHeadingFoundId :- '12003'
2021-06-01 15:17:59,566 : Heading Extraction Karvea_clean_SmPC.json_P : Match Passed | H | CAP |  de | 0 | Karvea_clean_SmPC.json | Doc txt :- '3. DARREICHUNGSFORM' | Qrd txt :- '3. DARREICHUNGSFORM' | Matched :- 'True'
2021-06-01 15:17:59,573 : Heading Extraction Karvea_clean_SmPC.json_P : Validation Flow Is Broken | H | CAP |  de | 0 | Karvea_clean_SmPC.json | currHeadId :- '12008' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12004'
2021-06-01 15:17:59,580 : Heading Extraction Karvea_clean_SmPC.json_P : Validation Passed | H | CAP |  de | 0 | Karvea_clean_SmPC.json | currHeadId :- '12008' | prevHeadingCurrId :- '12004' | prevHeadingFoundId :- '12004'
2021-06-01 15:18:00,056 : Heading Extraction Karvea_clean_SmPC.json_P : Match Passed | H | CAP |  de | 0 | Karvea_clean_SmPC.json | Doc txt :- '4. KLINISCHE ANGABEN' | Qrd txt :- '4. KLINISCHE ANGABEN' | Matched :- 'True'
2021-06-01 15:18:00,064 : Heading Extraction Karvea_clean_SmPC.json_P : Validation Passed | H | CAP |  de | 0 | Karvea_clean_SmPC.json | currHeadId :- '12009' | prevHeadingCurrId :- '12008' | prevHeadingFoundId :- '12008'
2021-06-01 15:18:00,132 : Heading Extraction Karvea_clean_SmPC.json_P : Match Passed | H | CAP |  de | 0 | Karvea_clean_SmPC.json | Doc txt :- '4.1 Anwendungsgebiete' | Qrd txt :- '4.1 Anwendungsgebiete' | Matched :- 'True'
2021-06-01 15:18:00,139 : Heading Extraction Karvea_clean_SmPC.json_P : Validation Passed | H | CAP |  de | 0 | Karvea_clean_SmPC.json | currHeadId :- '12010' | prevHeadingCurrId :- '12009' | prevHeadingFoundId :- '12009'
