2021-05-18 01:21:10,297 : Flow Logger HTML_h : Starting HTML Conversion To Json | H | CAP |  en | HTML | Elocta_clean.htm
2021-05-18 01:21:10,315 : Style Dictionary_I : Reading style dictionary in file: rule_dictionary_en.json | H | CAP |  en | HTML | Elocta_clean.htm
2021-05-18 01:21:10,390 : Style Dictionary_I : Qrd Section Keys Retrieved For Style Dictionary: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | H | CAP |  en | HTML | Elocta_clean.htm
2021-05-18 01:21:11,617 : Parser_g : Style Information Stored In File: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\azureFunctions\work\H\CAP\Elocta\en\2021-05-17T10-51-07Z\outputJSON\Elocta_clean.txt | H | CAP |  en | HTML | Elocta_clean.htm
2021-05-18 01:21:16,984 : Parser_g : Writing to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\azureFunctions\work\H\CAP\Elocta\en\2021-05-17T10-51-07Z\outputJSON\Elocta_clean.json | H | CAP |  en | HTML | Elocta_clean.htm
2021-05-18 01:21:17,746 : Flow Logger HTML_h : Completed HTML Conversion To Json | H | CAP |  en | HTML | Elocta_clean.htm
2021-05-18 01:21:17,746 : Flow Logger HTML_h : Starting Json Split | H | CAP |  en | HTML | Elocta_clean.htm
2021-05-18 01:21:17,756 : Style Dictionary_b : Reading style dictionary in file: rule_dictionary_en.json | H | CAP |  en | Json | Elocta_clean.json
2021-05-18 01:21:17,801 : Style Dictionary_b : Qrd Section Keys Retrieved For Style Dictionary: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | H | CAP |  en | Json | Elocta_clean.json
2021-05-18 01:21:17,812 : Partition_H : Partitioning Json: Elocta_clean.json | H | CAP |  en | Json | Elocta_clean.json
2021-05-18 01:21:17,923 : Partition_H : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\azureFunctions\work\H\CAP\Elocta\en\2021-05-17T10-51-07Z\partitionedJSONs\Elocta_clean_SmPC.json | H | CAP |  en | Json | Elocta_clean.json
2021-05-18 01:21:17,970 : Partition_H : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\azureFunctions\work\H\CAP\Elocta\en\2021-05-17T10-51-07Z\partitionedJSONs\Elocta_clean_ANNEX II.json | H | CAP |  en | Json | Elocta_clean.json
2021-05-18 01:21:18,083 : Partition_H : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\azureFunctions\work\H\CAP\Elocta\en\2021-05-17T10-51-07Z\partitionedJSONs\Elocta_clean_ANNEX III.json | H | CAP |  en | Json | Elocta_clean.json
2021-05-18 01:21:18,097 : Partition_H : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\azureFunctions\work\H\CAP\Elocta\en\2021-05-17T10-51-07Z\partitionedJSONs\Elocta_clean_ PACKAGE LEAFLET.json | H | CAP |  en | Json | Elocta_clean.json
2021-05-18 01:21:18,109 : Flow Logger HTML_h : ['Elocta_clean_SmPC.json', 'Elocta_clean_ANNEX II.json', 'Elocta_clean_ANNEX III.json', 'Elocta_clean_ PACKAGE LEAFLET.json'] | H | CAP |  en | HTML | Elocta_clean.htm
2021-05-18 01:21:18,110 : Flow Logger HTML_h : Completed Json Split | H | CAP |  en | HTML | Elocta_clean.htm
2021-05-18 01:21:18,112 : Flow Logger HTML_h : Started Processing Partitioned Jsons | H | CAP |  en | HTML | Elocta_clean.htm
2021-05-18 01:21:18,114 : Flow Logger HTML_h : 



||||||||||||||||||||||||||||||||0 ||||| Elocta_clean_SmPC.json||||||||||||||||||||||||||||||||



 | H | CAP |  en | HTML | Elocta_clean.htm
2021-05-18 01:21:18,126 : Heading Extraction Elocta_clean_SmPC.json_I : Starting Heading Extraction | H | CAP |  en | 0 | Elocta_clean_SmPC.json
2021-05-18 01:21:18,428 : Heading Extraction Elocta_clean_SmPC.json_I : Started Extracting Heading | H | CAP |  en | 0 | Elocta_clean_SmPC.json
2021-05-18 01:21:18,687 : Heading Extraction Elocta_clean_SmPC.json_I : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-05-18 01:21:18,695 : Heading Extraction Elocta_clean_SmPC.json_I : Validation Passed As This The First Heading | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20001' | currParentHeadId :- 'nan' | prevParentHeadId :- ''
2021-05-18 01:21:18,745 : Heading Extraction Elocta_clean_SmPC.json_I : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '1.       NAME OF THE MEDICINAL PRODUCT' | Qrd txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Matched :- 'True'
2021-05-18 01:21:18,758 : Heading Extraction Elocta_clean_SmPC.json_I : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20003' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20001'
2021-05-18 01:21:18,763 : Heading Extraction Elocta_clean_SmPC.json_I : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20003' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20001'
2021-05-18 01:21:22,486 : Heading Extraction Elocta_clean_SmPC.json_I : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '2.       QUALITATIVE AND QUANTITATIVE COMPOSITION' | Qrd txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Matched :- 'True'
2021-05-18 01:21:22,495 : Heading Extraction Elocta_clean_SmPC.json_I : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20004' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20003'
2021-05-18 01:21:23,689 : Heading Extraction Elocta_clean_SmPC.json_I : Match Failed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'ELOCTA contains approximately 83 IU/mL of recombinant human coagulation factor VIII, efmoroctocog alfa after reconstitution.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-18 01:21:24,439 : Heading Extraction Elocta_clean_SmPC.json_I : Match Failed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Each vial contains nominally 500 IU efmoroctocog alfa. ELOCTA contains approximately 167 IU/mL of recombinant efmoroctocog alfa after reconstitution.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-18 01:21:25,183 : Heading Extraction Elocta_clean_SmPC.json_I : Match Failed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Each vial contains nominally 750 IU efmoroctocog alfa. ELOCTA contains approximately 250 IU/mL of recombinant efmoroctocog alfa after reconstitution. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-18 01:21:25,947 : Heading Extraction Elocta_clean_SmPC.json_I : Match Failed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Each vial contains nominally 1000 IU efmoroctocog alfa. ELOCTA contains approximately 333 IU/mL of recombinant efmoroctocog alfa after reconstitution. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-18 01:21:26,671 : Heading Extraction Elocta_clean_SmPC.json_I : Match Failed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Each vial contains nominally 1500 IU efmoroctocog alfa. ELOCTA contains approximately 500 IU/mL of recombinant efmoroctocog alfa after reconstitution.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-18 01:21:27,509 : Heading Extraction Elocta_clean_SmPC.json_I : Match Failed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Each vial contains nominally 2000 IU efmoroctocog alfa. ELOCTA contains approximately 667 IU/mL of recombinant efmoroctocog alfa after reconstitution.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
