2021-06-01 23:38:18,849 : Flow Logger HTML_e : Starting HTML Conversion To Json | H | CAP |  de | HTML | Elocta_clean.htm
2021-06-01 23:38:18,864 : Style Dictionary_C : Reading style dictionary in file: rule_dictionary_de.json | H | CAP |  de | HTML | Elocta_clean.htm
2021-06-01 23:38:18,991 : Style Dictionary_C : Qrd Section Keys Retrieved For Style Dictionary: ANHANG I, ANHANG II, ANHANG III, B. PACKUNGSBEILAGE | H | CAP |  de | HTML | Elocta_clean.htm
2021-06-01 23:38:20,973 : Parser_x : Style Information Stored In File: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\ELOCTA\de\2021-05-22T18-23-40Z\outputJSON\Elocta_clean.txt | H | CAP |  de | HTML | Elocta_clean.htm
2021-06-01 23:38:31,616 : Parser_x : Writing to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\ELOCTA\de\2021-05-22T18-23-40Z\outputJSON\Elocta_clean.json | H | CAP |  de | HTML | Elocta_clean.htm
2021-06-01 23:38:32,769 : Flow Logger HTML_e : Completed HTML Conversion To Json | H | CAP |  de | HTML | Elocta_clean.htm
2021-06-01 23:38:32,777 : Flow Logger HTML_e : HTML Conversion To Json,0.2321 Min,7.953609 MB,23.477862 MB,47.2%
 | H | CAP |  de | HTML | Elocta_clean.htm
2021-06-01 23:38:32,797 : Flow Logger HTML_e : Starting Json Split | H | CAP |  de | HTML | Elocta_clean.htm
2021-06-01 23:38:32,806 : Style Dictionary_9 : Reading style dictionary in file: rule_dictionary_de.json | H | CAP |  de | Json | Elocta_clean.json
2021-06-01 23:38:32,906 : Style Dictionary_9 : Qrd Section Keys Retrieved For Style Dictionary: ANHANG I, ANHANG II, ANHANG III, B. PACKUNGSBEILAGE | H | CAP |  de | Json | Elocta_clean.json
2021-06-01 23:38:32,912 : Partition_1 : Partitioning Json: Elocta_clean.json | H | CAP |  de | Json | Elocta_clean.json
2021-06-01 23:38:33,826 : Partition_1 : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\ELOCTA\de\2021-05-22T18-23-40Z\partitionedJSONs\Elocta_clean_SmPC.json | H | CAP |  de | Json | Elocta_clean.json
2021-06-01 23:38:34,139 : Partition_1 : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\ELOCTA\de\2021-05-22T18-23-40Z\partitionedJSONs\Elocta_clean_ANHANG II.json | H | CAP |  de | Json | Elocta_clean.json
2021-06-01 23:38:34,515 : Partition_1 : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\ELOCTA\de\2021-05-22T18-23-40Z\partitionedJSONs\Elocta_clean_ANHANG III.json | H | CAP |  de | Json | Elocta_clean.json
2021-06-01 23:38:34,558 : Partition_1 : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\ELOCTA\de\2021-05-22T18-23-40Z\partitionedJSONs\Elocta_clean_ PACKUNGSBEILAGE.json | H | CAP |  de | Json | Elocta_clean.json
2021-06-01 23:38:34,596 : Flow Logger HTML_e : ['Elocta_clean_SmPC.json', 'Elocta_clean_ANHANG II.json', 'Elocta_clean_ANHANG III.json', 'Elocta_clean_ PACKUNGSBEILAGE.json'] | H | CAP |  de | HTML | Elocta_clean.htm
2021-06-01 23:38:34,613 : Flow Logger HTML_e : Completed Json Split | H | CAP |  de | HTML | Elocta_clean.htm
2021-06-01 23:38:34,620 : Flow Logger HTML_e : Split Json,0.0304 Min,0.604699 MB,30.936402 MB,47.2%
 | H | CAP |  de | HTML | Elocta_clean.htm
2021-06-01 23:38:34,627 : Flow Logger HTML_e : Started Processing Partitioned Jsons | H | CAP |  de | HTML | Elocta_clean.htm
2021-06-01 23:38:34,633 : Flow Logger HTML_e : 



||||||||||||||||||||||||||||||||0 ||||| Elocta_clean_SmPC.json||||||||||||||||||||||||||||||||



 | H | CAP |  de | HTML | Elocta_clean.htm
2021-06-01 23:38:34,643 : Heading Extraction Elocta_clean_SmPC.json_h : Starting Heading Extraction | H | CAP |  de | 0 | Elocta_clean_SmPC.json
2021-06-01 23:38:35,691 : Heading Extraction Elocta_clean_SmPC.json_h : Started Extracting Heading | H | CAP |  de | 0 | Elocta_clean_SmPC.json
2021-06-01 23:38:36,071 : Heading Extraction Elocta_clean_SmPC.json_h : Match Passed | H | CAP |  de | 0 | Elocta_clean_SmPC.json | Doc txt :- 'ZUSAMMENFASSUNG DER MERKMALE DES ARZNEIMITTELS' | Qrd txt :- 'ZUSAMMENFASSUNG DER MERKMALE DES ARZNEIMITTELS' | Matched :- 'True'
2021-06-01 23:38:36,078 : Heading Extraction Elocta_clean_SmPC.json_h : Validation Passed As This The First Heading | H | CAP |  de | 0 | Elocta_clean_SmPC.json | currHeadId :- '12001' | prevHeadingCurrId :- '' | prevHeadingFoundId :- ''
2021-06-01 23:38:36,145 : Heading Extraction Elocta_clean_SmPC.json_h : Match Passed | H | CAP |  de | 0 | Elocta_clean_SmPC.json | Doc txt :- '1. BEZEICHNUNG DES ARZNEIMITTELS' | Qrd txt :- '1. BEZEICHNUNG DES ARZNEIMITTELS' | Matched :- 'True'
2021-06-01 23:38:36,162 : Heading Extraction Elocta_clean_SmPC.json_h : Validation Flow Is Broken | H | CAP |  de | 0 | Elocta_clean_SmPC.json | currHeadId :- '12003' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12001'
2021-06-01 23:38:36,172 : Heading Extraction Elocta_clean_SmPC.json_h : Validation Passed | H | CAP |  de | 0 | Elocta_clean_SmPC.json | currHeadId :- '12003' | prevHeadingCurrId :- '12001' | prevHeadingFoundId :- '12001'
2021-06-01 23:38:43,691 : Heading Extraction Elocta_clean_SmPC.json_h : Match Passed | H | CAP |  de | 0 | Elocta_clean_SmPC.json | Doc txt :- '2. QUALITATIVE UND QUANTITATIVE ZUSAMMENSETZUNG' | Qrd txt :- '2. QUALITATIVE UND QUANTITATIVE ZUSAMMENSETZUNG' | Matched :- 'True'
2021-06-01 23:38:43,711 : Heading Extraction Elocta_clean_SmPC.json_h : Validation Passed | H | CAP |  de | 0 | Elocta_clean_SmPC.json | currHeadId :- '12004' | prevHeadingCurrId :- '12003' | prevHeadingFoundId :- '12003'
2021-06-01 23:38:58,616 : Heading Extraction Elocta_clean_SmPC.json_h : Match Passed : <=7|11.63|(95, 88, 95)|0.973| | H | CAP |  de | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Sonstiger Bestandteil mit bekannter Wirkung' | Qrd txt :- 'Sonstige(r) Bestandteil(e) mit bekannter Wirkung' | Matched :- 'True'
2021-06-01 23:38:58,640 : Heading Extraction Elocta_clean_SmPC.json_h : Validation Flow Is Broken | H | CAP |  de | 0 | Elocta_clean_SmPC.json | currHeadId :- '12007' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12004'
2021-06-01 23:38:58,663 : Heading Extraction Elocta_clean_SmPC.json_h : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  de | 0 | Elocta_clean_SmPC.json | currHeadId :- '12007' | prevHeadingCurrId :- '12004' | prevHeadingFoundId :- '12004'
2021-06-01 23:39:01,497 : Heading Extraction Elocta_clean_SmPC.json_h : Match Passed | H | CAP |  de | 0 | Elocta_clean_SmPC.json | Doc txt :- '3. DARREICHUNGSFORM' | Qrd txt :- '3. DARREICHUNGSFORM' | Matched :- 'True'
2021-06-01 23:39:01,510 : Heading Extraction Elocta_clean_SmPC.json_h : Validation Flow Is Broken | H | CAP |  de | 0 | Elocta_clean_SmPC.json | currHeadId :- '12008' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12004'
2021-06-01 23:39:01,515 : Heading Extraction Elocta_clean_SmPC.json_h : Validation Passed | H | CAP |  de | 0 | Elocta_clean_SmPC.json | currHeadId :- '12008' | prevHeadingCurrId :- '12004' | prevHeadingFoundId :- '12004'
2021-06-01 23:39:04,538 : Heading Extraction Elocta_clean_SmPC.json_h : Match Passed | H | CAP |  de | 0 | Elocta_clean_SmPC.json | Doc txt :- '4. KLINISCHE ANGABEN' | Qrd txt :- '4. KLINISCHE ANGABEN' | Matched :- 'True'
