2021-05-11 04:12:30,645 : Flow Logger HTML_w : Starting HTML Conversion To Json | H | CAP |  en | HTML | Abasaglar-h-2835-en.html
2021-05-11 04:12:30,671 : Style Dictionary_9 : Reading style dictionary in file: rule_dictionary_en.json | H | CAP |  en | HTML | Abasaglar-h-2835-en.html
2021-05-11 04:12:30,792 : Style Dictionary_9 : Qrd Section Keys Retrieved For Style Dictionary: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | H | CAP |  en | HTML | Abasaglar-h-2835-en.html
2021-05-11 04:12:36,974 : Parser_s : Style Information Stored In File: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\azureFunctions\data\outputJSON\H\CAP\en\Abasaglar-h-2835-en.txt | H | CAP |  en | HTML | Abasaglar-h-2835-en.html
2021-05-11 04:13:23,486 : Flow Logger HTML_y : Starting HTML Conversion To Json | H | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-11 04:13:23,506 : Style Dictionary_0 : Reading style dictionary in file: rule_dictionary_en.json | H | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-11 04:13:23,606 : Style Dictionary_0 : Qrd Section Keys Retrieved For Style Dictionary: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | H | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-11 04:13:28,168 : Parser_Z : Style Information Stored In File: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\azureFunctions\data\outputJSON\H\CAP\en\AbilifyMaintena-h-2755-e.txt | H | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-11 04:14:01,566 : Parser_Z : Writing to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\azureFunctions\data\outputJSON\H\CAP\en\AbilifyMaintena-h-2755-e.json | H | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-11 04:14:09,969 : Flow Logger HTML_y : Completed HTML Conversion To Json | H | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-11 04:14:09,970 : Flow Logger HTML_y : Starting Json Split | H | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-11 04:14:09,985 : Style Dictionary_I : Reading style dictionary in file: rule_dictionary_en.json | H | CAP |  en | Json | AbilifyMaintena-h-2755-e.json
2021-05-11 04:14:10,077 : Style Dictionary_I : Qrd Section Keys Retrieved For Style Dictionary: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | H | CAP |  en | Json | AbilifyMaintena-h-2755-e.json
2021-05-11 04:14:10,093 : Partition_I : Partitioning Json: AbilifyMaintena-h-2755-e.json | H | CAP |  en | Json | AbilifyMaintena-h-2755-e.json
2021-05-11 04:14:10,996 : Partition_I : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\azureFunctions\data\partitionedJSONs\H\CAP\en\AbilifyMaintena-h-2755-e_SmPC.json | H | CAP |  en | Json | AbilifyMaintena-h-2755-e.json
2021-05-11 04:14:11,247 : Partition_I : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\azureFunctions\data\partitionedJSONs\H\CAP\en\AbilifyMaintena-h-2755-e_ANNEX II.json | H | CAP |  en | Json | AbilifyMaintena-h-2755-e.json
2021-05-11 04:14:11,961 : Partition_I : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\azureFunctions\data\partitionedJSONs\H\CAP\en\AbilifyMaintena-h-2755-e_ANNEX III.json | H | CAP |  en | Json | AbilifyMaintena-h-2755-e.json
2021-05-11 04:14:12,019 : Partition_I : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\azureFunctions\data\partitionedJSONs\H\CAP\en\AbilifyMaintena-h-2755-e_ PACKAGE LEAFLET.json | H | CAP |  en | Json | AbilifyMaintena-h-2755-e.json
2021-05-11 04:14:12,056 : Flow Logger HTML_y : ['AbilifyMaintena-h-2755-e_SmPC.json', 'AbilifyMaintena-h-2755-e_ANNEX II.json', 'AbilifyMaintena-h-2755-e_ANNEX III.json', 'AbilifyMaintena-h-2755-e_ PACKAGE LEAFLET.json'] | H | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-11 04:14:12,059 : Flow Logger HTML_y : Completed Json Split | H | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-11 04:14:12,063 : Flow Logger HTML_y : Started Processing Partitioned Jsons | H | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-11 04:14:12,066 : Flow Logger HTML_y : 



||||||||||||||||||||||||||||||||0 ||||| AbilifyMaintena-h-2755-e_SmPC.json||||||||||||||||||||||||||||||||



 | H | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-11 04:14:12,129 : Heading Extraction AbilifyMaintena-h-2755-e_SmPC.json : Starting Heading Extraction | H | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json
2021-05-11 04:14:13,520 : Heading Extraction AbilifyMaintena-h-2755-e_SmPC.json : Started Extracting Heading | H | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json
2021-05-11 04:14:14,347 : Heading Extraction AbilifyMaintena-h-2755-e_SmPC.json : Match Passed | H | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-05-11 04:14:14,375 : Heading Extraction AbilifyMaintena-h-2755-e_SmPC.json : Validation Passed As This The First Heading | H | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json | currHeadId :- '20001' | currParentHeadId :- 'nan' | prevParentHeadId :- ''
2021-05-11 04:14:14,497 : Heading Extraction AbilifyMaintena-h-2755-e_SmPC.json : Match Passed | H | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json | Doc txt :- '1.       NAME OF THE MEDICINAL PRODUCT' | Qrd txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Matched :- 'True'
2021-05-11 04:14:14,535 : Heading Extraction AbilifyMaintena-h-2755-e_SmPC.json : Validation Flow Is Broken | H | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json | currHeadId :- '20003' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20001'
2021-05-11 04:14:14,551 : Heading Extraction AbilifyMaintena-h-2755-e_SmPC.json : Validation Passed | H | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json | currHeadId :- '20003' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20001'
2021-05-11 04:14:15,188 : Heading Extraction AbilifyMaintena-h-2755-e_SmPC.json : Match Failed | H | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json | Doc txt :- 'Abilify Maintena 300 mg powder and solvent for prolonged-release suspension for injection' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-11 04:14:15,977 : Heading Extraction AbilifyMaintena-h-2755-e_SmPC.json : Match Failed | H | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json | Doc txt :- 'Abilify Maintena 400 mg powder and solvent for prolonged-release suspension for injection' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-11 04:14:16,715 : Heading Extraction AbilifyMaintena-h-2755-e_SmPC.json : Match Failed | H | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json | Doc txt :- 'Abilify Maintena 300 mg powder and solvent for prolonged-release suspension for injection in pre‑filled syringe' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-11 04:14:17,571 : Heading Extraction AbilifyMaintena-h-2755-e_SmPC.json : Match Failed | H | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json | Doc txt :- 'Abilify Maintena 400 mg powder and solvent for prolonged-release suspension for injection in pre‑filled syringe' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-11 04:14:17,970 : Heading Extraction AbilifyMaintena-h-2755-e_SmPC.json : Match Passed | H | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json | Doc txt :- '2.       QUALITATIVE AND QUANTITATIVE COMPOSITION' | Qrd txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Matched :- 'True'
2021-05-11 04:14:17,989 : Heading Extraction AbilifyMaintena-h-2755-e_SmPC.json : Validation Passed | H | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json | currHeadId :- '20004' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20003'
2021-05-11 04:14:18,566 : Heading Extraction AbilifyMaintena-h-2755-e_SmPC.json : Match Failed | H | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json | Doc txt :- 'Abilify Maintena 300 mg powder and solvent for prolonged-release suspension for injection' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-11 04:14:19,742 : Heading Extraction AbilifyMaintena-h-2755-e_SmPC.json : Match Failed | H | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json | Doc txt :- 'Each vial contains 300 mg aripiprazole.' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-11 04:14:20,419 : Heading Extraction AbilifyMaintena-h-2755-e_SmPC.json : Match Failed | H | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json | Doc txt :- 'Abilify Maintena 400 mg powder and solvent for prolonged-release suspension for injection' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-11 04:14:21,591 : Heading Extraction AbilifyMaintena-h-2755-e_SmPC.json : Match Failed | H | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json | Doc txt :- 'Each vial contains 400 mg aripiprazole.' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-11 04:14:22,292 : Heading Extraction AbilifyMaintena-h-2755-e_SmPC.json : Match Failed | H | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json | Doc txt :- 'Abilify Maintena 300 mg powder and solvent for prolonged-release suspension for injection in pre‑filled syringe' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-11 04:14:26,566 : Heading Extraction AbilifyMaintena-h-2755-e_SmPC.json : Match Failed | H | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json | Doc txt :- 'Each pre‑filled syringe contains 300 mg aripiprazole.' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
