2021-06-02 00:01:14,925 : Flow Logger HTML_u : Starting HTML Conversion To Json | H | CAP |  en | HTML | ELOCTA_clean.htm
2021-06-02 00:01:14,930 : Style Dictionary_s : Reading style dictionary in file: rule_dictionary_en.json | H | CAP |  en | HTML | ELOCTA_clean.htm
2021-06-02 00:01:14,958 : Style Dictionary_s : Qrd Section Keys Retrieved For Style Dictionary: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | H | CAP |  en | HTML | ELOCTA_clean.htm
2021-06-02 00:01:15,598 : Parser_8 : Style Information Stored In File: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\ELOCTA\en\2021-05-21T09-52-29Z\outputJSON\ELOCTA_clean.txt | H | CAP |  en | HTML | ELOCTA_clean.htm
2021-06-02 00:01:19,713 : Parser_8 : Writing to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\ELOCTA\en\2021-05-21T09-52-29Z\outputJSON\ELOCTA_clean.json | H | CAP |  en | HTML | ELOCTA_clean.htm
2021-06-02 00:01:20,098 : Flow Logger HTML_u : Completed HTML Conversion To Json | H | CAP |  en | HTML | ELOCTA_clean.htm
2021-06-02 00:01:20,100 : Flow Logger HTML_u : HTML Conversion To Json,0.0863 Min,6.532826 MB,16.255976 MB,48.0%
 | H | CAP |  en | HTML | ELOCTA_clean.htm
2021-06-02 00:01:20,109 : Flow Logger HTML_u : Starting Json Split | H | CAP |  en | HTML | ELOCTA_clean.htm
2021-06-02 00:01:20,114 : Style Dictionary_8 : Reading style dictionary in file: rule_dictionary_en.json | H | CAP |  en | Json | ELOCTA_clean.json
2021-06-02 00:01:20,155 : Style Dictionary_8 : Qrd Section Keys Retrieved For Style Dictionary: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | H | CAP |  en | Json | ELOCTA_clean.json
2021-06-02 00:01:20,160 : Partition_r : Partitioning Json: ELOCTA_clean.json | H | CAP |  en | Json | ELOCTA_clean.json
2021-06-02 00:01:20,362 : Partition_r : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\ELOCTA\en\2021-05-21T09-52-29Z\partitionedJSONs\ELOCTA_clean_SmPC.json | H | CAP |  en | Json | ELOCTA_clean.json
2021-06-02 00:01:20,500 : Partition_r : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\ELOCTA\en\2021-05-21T09-52-29Z\partitionedJSONs\ELOCTA_clean_ANNEX II.json | H | CAP |  en | Json | ELOCTA_clean.json
2021-06-02 00:01:20,667 : Partition_r : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\ELOCTA\en\2021-05-21T09-52-29Z\partitionedJSONs\ELOCTA_clean_ANNEX III.json | H | CAP |  en | Json | ELOCTA_clean.json
2021-06-02 00:01:20,682 : Partition_r : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\ELOCTA\en\2021-05-21T09-52-29Z\partitionedJSONs\ELOCTA_clean_ PACKAGE LEAFLET.json | H | CAP |  en | Json | ELOCTA_clean.json
2021-06-02 00:01:20,698 : Flow Logger HTML_u : ['ELOCTA_clean_SmPC.json', 'ELOCTA_clean_ANNEX II.json', 'ELOCTA_clean_ANNEX III.json', 'ELOCTA_clean_ PACKAGE LEAFLET.json'] | H | CAP |  en | HTML | ELOCTA_clean.htm
2021-06-02 00:01:20,700 : Flow Logger HTML_u : Completed Json Split | H | CAP |  en | HTML | ELOCTA_clean.htm
2021-06-02 00:01:20,702 : Flow Logger HTML_u : Split Json,0.0099 Min,0.284713 MB,17.647774 MB,48.1%
 | H | CAP |  en | HTML | ELOCTA_clean.htm
2021-06-02 00:01:20,705 : Flow Logger HTML_u : Started Processing Partitioned Jsons | H | CAP |  en | HTML | ELOCTA_clean.htm
2021-06-02 00:01:20,707 : Flow Logger HTML_u : 



||||||||||||||||||||||||||||||||0 ||||| ELOCTA_clean_SmPC.json||||||||||||||||||||||||||||||||



 | H | CAP |  en | HTML | ELOCTA_clean.htm
2021-06-02 00:01:20,714 : Heading Extraction ELOCTA_clean_SmPC.json_p : Starting Heading Extraction | H | CAP |  en | 0 | ELOCTA_clean_SmPC.json
2021-06-02 00:01:21,086 : Heading Extraction ELOCTA_clean_SmPC.json_p : Started Extracting Heading | H | CAP |  en | 0 | ELOCTA_clean_SmPC.json
2021-06-02 00:01:21,310 : Heading Extraction ELOCTA_clean_SmPC.json_p : Match Passed | H | CAP |  en | 0 | ELOCTA_clean_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-06-02 00:01:21,316 : Heading Extraction ELOCTA_clean_SmPC.json_p : Validation Passed As This The First Heading | H | CAP |  en | 0 | ELOCTA_clean_SmPC.json | currHeadId :- '20001' | prevHeadingCurrId :- '' | prevHeadingFoundId :- ''
2021-06-02 00:01:21,352 : Heading Extraction ELOCTA_clean_SmPC.json_p : Match Passed | H | CAP |  en | 0 | ELOCTA_clean_SmPC.json | Doc txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Qrd txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Matched :- 'True'
2021-06-02 00:01:21,358 : Heading Extraction ELOCTA_clean_SmPC.json_p : Validation Flow Is Broken | H | CAP |  en | 0 | ELOCTA_clean_SmPC.json | currHeadId :- '20003' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20001'
2021-06-02 00:01:21,362 : Heading Extraction ELOCTA_clean_SmPC.json_p : Validation Passed | H | CAP |  en | 0 | ELOCTA_clean_SmPC.json | currHeadId :- '20003' | prevHeadingCurrId :- '20001' | prevHeadingFoundId :- '20001'
2021-06-02 00:01:23,847 : Heading Extraction ELOCTA_clean_SmPC.json_p : Match Passed | H | CAP |  en | 0 | ELOCTA_clean_SmPC.json | Doc txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Qrd txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Matched :- 'True'
2021-06-02 00:01:23,854 : Heading Extraction ELOCTA_clean_SmPC.json_p : Validation Passed | H | CAP |  en | 0 | ELOCTA_clean_SmPC.json | currHeadId :- '20004' | prevHeadingCurrId :- '20003' | prevHeadingFoundId :- '20003'
2021-06-02 00:01:29,398 : Heading Extraction ELOCTA_clean_SmPC.json_p : Match Passed : <=4|11.11|(95, 89, 95)|0.989| | H | CAP |  en | 0 | ELOCTA_clean_SmPC.json | Doc txt :- 'Excipient with known effect' | Qrd txt :- 'Excipient(s) with known effect' | Matched :- 'True'
