2021-06-07 23:16:48,944 : Flow Logger HTML_a : Starting HTML Conversion To Json | H | CAP |  de | HTML | gonal-f_clean.htm
2021-06-07 23:16:48,954 : Style Dictionary_C : Reading style dictionary in file: rule_dictionary_de.json | H | CAP |  de | HTML | gonal-f_clean.htm
2021-06-07 23:16:49,051 : Style Dictionary_C : Qrd Section Keys Retrieved For Style Dictionary: ANHANG I, ANHANG II, ANHANG III, B. PACKUNGSBEILAGE | H | CAP |  de | HTML | gonal-f_clean.htm
2021-06-07 23:16:53,864 : Parser_e : Style Information Stored In File: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\GONAL-f\de\2021-06-07T06-58-30Z\outputJSON\gonal-f_clean.txt | H | CAP |  de | HTML | gonal-f_clean.htm
2021-06-07 23:17:15,876 : Parser_e : Writing to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\GONAL-f\de\2021-06-07T06-58-30Z\outputJSON\gonal-f_clean.json | H | CAP |  de | HTML | gonal-f_clean.htm
2021-06-07 23:17:17,368 : Flow Logger HTML_a : Completed HTML Conversion To Json | H | CAP |  de | HTML | gonal-f_clean.htm
2021-06-07 23:17:17,372 : Flow Logger HTML_a : HTML Conversion To Json,0.4738 Min,13.302531 MB,49.470411 MB,50.4%
 | H | CAP |  de | HTML | gonal-f_clean.htm
2021-06-07 23:17:17,405 : Flow Logger HTML_a : Starting Json Split | H | CAP |  de | HTML | gonal-f_clean.htm
2021-06-07 23:17:17,420 : Style Dictionary_9 : Reading style dictionary in file: rule_dictionary_de.json | H | CAP |  de | Json | gonal-f_clean.json
2021-06-07 23:17:17,523 : Style Dictionary_9 : Qrd Section Keys Retrieved For Style Dictionary: ANHANG I, ANHANG II, ANHANG III, B. PACKUNGSBEILAGE | H | CAP |  de | Json | gonal-f_clean.json
2021-06-07 23:17:17,533 : Partition_B : Partitioning Json: gonal-f_clean.json | H | CAP |  de | Json | gonal-f_clean.json
2021-06-07 23:17:19,538 : Partition_B : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\GONAL-f\de\2021-06-07T06-58-30Z\partitionedJSONs\gonal-f_clean_SmPC.json | H | CAP |  de | Json | gonal-f_clean.json
2021-06-07 23:17:19,872 : Partition_B : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\GONAL-f\de\2021-06-07T06-58-30Z\partitionedJSONs\gonal-f_clean_ANHANG II.json | H | CAP |  de | Json | gonal-f_clean.json
2021-06-07 23:17:20,277 : Partition_B : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\GONAL-f\de\2021-06-07T06-58-30Z\partitionedJSONs\gonal-f_clean_ANHANG III.json | H | CAP |  de | Json | gonal-f_clean.json
