2021-09-19 10:04:50,668 : Flow Logger HTML_t : Starting HTML Conversion To Json | H | CAP |  de | HTML | Elocta_clean.htm
2021-09-19 10:04:50,675 : Style Dictionary_0 : Reading style dictionary in file: rule_dictionary_de.json | H | CAP |  de | HTML | Elocta_clean.htm
2021-09-19 10:04:50,734 : Style Dictionary_0 : Qrd Section Keys Retrieved For Style Dictionary: ZUSAMMENFASSUNG DER MERKMALE DES ARZNEIMITTELS, ANHANG II, A. ETIKETTIERUNG , B. PACKUNGSBEILAGE | H | CAP |  de | HTML | Elocta_clean.htm
2021-09-19 10:04:51,618 : Parser_6 : Style Information Stored In File: /Users/achilleas.voutsas/Development/data-science/EMA%20EPI%20PoC/conversion/work/H/CAP/ELOCTA/de/2021-06-09T09-36-33Z/outputJSON/Elocta_clean.txt | H | CAP |  de | HTML | Elocta_clean.htm
2021-09-19 10:04:57,259 : Parser_6 : Writing to file: /Users/achilleas.voutsas/Development/data-science/EMA%20EPI%20PoC/conversion/work/H/CAP/ELOCTA/de/2021-06-09T09-36-33Z/outputJSON/Elocta_clean.json | H | CAP |  de | HTML | Elocta_clean.htm
2021-09-19 10:04:57,576 : Flow Logger HTML_t : Completed HTML Conversion To Json | H | CAP |  de | HTML | Elocta_clean.htm
2021-09-19 10:04:57,578 : Flow Logger HTML_t : HTML Conversion To Json,0.1152 Min,7.095606 MB,17.76237 MB,76.9%
 | H | CAP |  de | HTML | Elocta_clean.htm
2021-09-19 10:04:57,594 : Flow Logger HTML_t : Starting Json Split | H | CAP |  de | HTML | Elocta_clean.htm
2021-09-19 10:04:57,598 : Style Dictionary_I : Reading style dictionary in file: rule_dictionary_de.json | H | CAP |  de | Json | Elocta_clean.json
2021-09-19 10:04:57,630 : Style Dictionary_I : Qrd Section Keys Retrieved For Style Dictionary: ZUSAMMENFASSUNG DER MERKMALE DES ARZNEIMITTELS, ANHANG II, A. ETIKETTIERUNG , B. PACKUNGSBEILAGE | H | CAP |  de | Json | Elocta_clean.json
2021-09-19 10:04:57,635 : Partition_q : Partitioning Json: Elocta_clean.json | H | CAP |  de | Json | Elocta_clean.json
2021-09-19 10:04:57,907 : Partition_q : Writing partition to file: /Users/achilleas.voutsas/Development/data-science/EMA%20EPI%20PoC/conversion/work/H/CAP/ELOCTA/de/2021-06-09T09-36-33Z/partitionedJSONs/Elocta_clean_SmPC.json | H | CAP |  de | Json | Elocta_clean.json
2021-09-19 10:04:58,081 : Partition_q : Writing partition to file: /Users/achilleas.voutsas/Development/data-science/EMA%20EPI%20PoC/conversion/work/H/CAP/ELOCTA/de/2021-06-09T09-36-33Z/partitionedJSONs/Elocta_clean_ANHANG II.json | H | CAP |  de | Json | Elocta_clean.json
2021-09-19 10:04:58,282 : Partition_q : Writing partition to file: /Users/achilleas.voutsas/Development/data-science/EMA%20EPI%20PoC/conversion/work/H/CAP/ELOCTA/de/2021-06-09T09-36-33Z/partitionedJSONs/Elocta_clean_ ETIKETTIERUNG .json | H | CAP |  de | Json | Elocta_clean.json
2021-09-19 10:04:58,297 : Partition_q : Writing partition to file: /Users/achilleas.voutsas/Development/data-science/EMA%20EPI%20PoC/conversion/work/H/CAP/ELOCTA/de/2021-06-09T09-36-33Z/partitionedJSONs/Elocta_clean_ PACKUNGSBEILAGE.json | H | CAP |  de | Json | Elocta_clean.json
2021-09-19 10:04:58,310 : Flow Logger HTML_t : ['Elocta_clean_SmPC.json', 'Elocta_clean_ANHANG II.json', 'Elocta_clean_ ETIKETTIERUNG .json', 'Elocta_clean_ PACKUNGSBEILAGE.json'] | H | CAP |  de | HTML | Elocta_clean.htm
2021-09-19 10:04:58,312 : Flow Logger HTML_t : Completed Json Split | H | CAP |  de | HTML | Elocta_clean.htm
2021-09-19 10:04:58,315 : Flow Logger HTML_t : Split Json,0.012 Min,0.212579 MB,20.075984 MB,77.0%
 | H | CAP |  de | HTML | Elocta_clean.htm
